grupa5,MSE,0.0,0
grupa5,NA,0.0919540229885,8
grupa5,NI,0.0114942528736,1
grupa5,SEP,0.0,0
grupa5,SR,0.0,0
grupa5,TPO,0.0,0
grupa5,ZN,0.310344827586,27
grupa6,CA,0.123033707865,219
grupa6,CAF,0.0,0
grupa6,CAS,0.0,0
grupa6,CD,0.011797752809,21
grupa6,CO,0.0359550561798,64
grupa6,CS,0.0,0
grupa6,CSD,0.00280898876404,5
grupa6,CU,0.00337078651685,6
grupa6,DAL,0.00224719101124,4
grupa6,FE,0.00955056179775,17
grupa6,FE2,0.00505617977528,9
grupa6,GA,0.0,0
grupa6,HG,0.000561797752809,1
grupa6,K,0.00561797752809,10
grupa6,MG,0.134269662921,239
grupa6,MN,0.0994382022472,177
grupa6,MSE,0.00112359550562,2
grupa6,NA,0.0426966292135,76
grupa6,NI,0.0191011235955,34
grupa6,SEP,0.000561797752809,1
grupa6,SR,0.0,0
grupa6,TPO,0.00168539325843,3
grupa6,ZN,0.501123595506,892
grupa7,CA,0.124776386404,279
grupa7,CAF,0.00134168157424,3
grupa7,CAS,0.000447227191413,1
grupa7,CD,0.00983899821109,22
grupa7,CO,0.0237030411449,53
grupa7,CS,0.000447227191413,1
grupa7,CSD,0.00223613595707,5
grupa7,CU,0.00134168157424,3
grupa7,DAL,0.00178890876565,4
grupa7,FE,0.0120751341682,27
grupa7,FE2,0.00402504472272,9
grupa7,GA,0.000447227191413,1
grupa7,HG,0.000894454382826,2
grupa7,K,0.00626118067979,14
grupa7,MG,0.231216457961,517
grupa7,MN,0.105098389982,235
grupa7,MSE,0.000894454382826,2
grupa7,NA,0.04114490161,92
grupa7,NI,0.0165474060823,37
grupa7,SEP,0.000447227191413,1
grupa7,SR,0.000447227191413,1
grupa7,TPO,0.00134168157424,3
grupa7,ZN,0.413237924866,924
grupa8,CA,0.136454183267,137
grupa8,CAF,0.00697211155378,7
grupa8,CAS,0.000996015936255,1
grupa8,CD,0.00199203187251,2
grupa8,CO,0.00796812749004,8
grupa8,CS,0.000996015936255,1
grupa8,CSD,0.000996015936255,1
grupa8,CU,0.00398406374502,4
grupa8,DAL,0.00199203187251,2
grupa8,FE,0.00996015936255,10
grupa8,FE2,0.00199203187251,2
grupa8,GA,0.0,0
grupa8,HG,0.0,0
grupa8,K,0.00697211155378,7
grupa8,MG,0.369521912351,371
grupa8,MN,0.097609561753,98
grupa8,MSE,0.0,0
grupa8,NA,0.046812749004,47
grupa8,NI,0.0119521912351,12
grupa8,SEP,0.0,0
grupa8,SR,0.000996015936255,1
grupa8,TPO,0.0,0
grupa8,ZN,0.291832669323,293
grupa9,CA,0.144549763033,61
grupa9,CAF,0.00473933649289,2
grupa9,CAS,0.00236966824645,1
grupa9,CD,0.0,0
grupa9,CO,0.00947867298578,4
grupa9,CS,0.0,0
grupa9,CSD,0.0,0
grupa9,CU,0.0,0
grupa9,DAL,0.00947867298578,4
grupa9,FE,0.00710900473934,3
grupa9,FE2,0.00473933649289,2
grupa9,GA,0.0,0
grupa9,HG,0.00236966824645,1
grupa9,K,0.00236966824645,1
grupa9,MG,0.18009478673,76
grupa9,MN,0.0165876777251,7
grupa9,MSE,0.0,0
grupa9,NA,0.0260663507109,11
grupa9,NI,0.0189573459716,8
grupa9,SEP,0.0,0
grupa9,SR,0.0,0
grupa9,TPO,0.0,0
grupa9,ZN,0.571090047393,241
